ปี,รายการ,อำเภอ,ตำบล,ค่าข้อมูล,หน่วย,ที่มา
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ทุ่งไทรทอง,814,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ดินแดง,655,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,เหนือคลอง,564,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,เกาะศรีบอยา,35,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,คลองขนาน,953,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,คลองเขม้า,292,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,โคกยาง,994,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ตลิ่งชัน,509,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ปกาสัย,1025,คน,สำนักงานเกษตรจังหวัดกระบี่
2564,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ห้วยยูง,1214,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ปากน้ำ,4,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,กระบี่ใหญ่,22,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,กระบี่น้อย,824,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,เขาคราม,650,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,เขาทอง,260,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ทับปริก,460,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ไสไทย,269,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,อ่าวนาง,142,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,หนองทะเล,297,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,คลองประสงค์,0,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,เขาพนม,583,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,เขาดิน,959,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,สินปุน,88,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,พรุเตียว,305,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,หน้าเขา,511,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,โคกหาร,25,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะลันตาใหญ่,47,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะลันตาน้อย,161,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะกลาง,535,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,คลองยาง,373,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,ศาลาด่าน,55,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองท่อมใต้,192,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองท่อมเหนือ,732,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองพน,894,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,ทรายขาว,451,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,ห้วยน้ำขาว,289,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,พรุดินนา,1623,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,เพหลา,613,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกใต้,540,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,แหลมสัก,472,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,นาเหนือ,751,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,คลองหิน,534,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกน้อย,390,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกเหนือ,593,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,เขาใหญ่,686,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,คลองยา,816,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,บ้านกลาง,424,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,ปลายพระยา,1988,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,เขาเขน,874,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,เขาต่อ,1121,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,คีรีวง,1110,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ลำทับ,790,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ดินอุดม,632,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ทุ่งไทรทอง,768,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ลำทับ,ดินแดง,629,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,เหนือคลอง,497,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,เกาะศรีบอยา,36,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,คลองขนาน,807,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,คลองเขม้า,278,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,โคกยาง,792,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ตลิ่งชัน,437,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ปกาสัย,888,คน,สำนักงานเกษตรจังหวัดกระบี่
2565,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เหนือคลอง,ห้วยยูง,1028,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ปากน้ำ,7,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,กระบี่ใหญ่,22,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,กระบี่น้อย,708,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,เขาคราม,559,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,เขาทอง,209,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ทับปริก,679,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,ไสไทย,226,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,อ่าวนาง,106,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,หนองทะเล,230,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เมืองกระบี่,คลองประสงค์,31,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,เขาพนม,1011,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,เขาดิน,1046,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,สินปุน,775,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,พรุเตียว,838,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,หน้าเขา,818,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เขาพนม,โคกหาร,804,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะลันตาใหญ่,40,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะลันตาน้อย,203,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,เกาะกลาง,465,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,คลองยาง,296,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,เกาะลันตา,ศาลาด่าน,64,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองท่อมใต้,418,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองท่อมเหนือ,1028,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,คลองพน,827,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,ทรายขาว,564,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,ห้วยน้ำขาว,219,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,พรุดินนา,1325,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,คลองท่อม,เพหลา,755,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกใต้,550,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,แหลมสัก,427,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,นาเหนือ,760,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,คลองหิน,526,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกน้อย,378,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,อ่าวลึกเหนือ,585,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,เขาใหญ่,625,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,คลองยา,795,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,อ่าวลึก,บ้านกลาง,295,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,ปลายพระยา,1472,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,เขาเขน,938,คน,สำนักงานเกษตรจังหวัดกระบี่
2566,เกษตรกรที่ขึ้นทะเบียนเป็นผู้ปลูกปาล์มน้ำมัน,ปลายพระยา,เขาต่อ,889,คน,สำนักงานเกษตรจังหวัดกระบี่
