year,Province,Amphone,district,Item,  Value ,Unit,Source
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.หัวป่า,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.โรงช้าง,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.ถอนสมอ,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,56,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.โพประจักษ์,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.วิหารขาว,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.พิกุลทอง,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.อินทร์บุรี,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ประศุก,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,75,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทับยา,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,53,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.งิ้วราย,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ชีน้ำร้าย,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ท่างาม,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,82,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.น้ำตาล,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทองเอน,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,35,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ห้วยชัน,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,62,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.โพธิ์ชัย,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางพุทรา,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางมัญ,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.โพกรวม,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,209,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ม่วงหมู่,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.หัวไผ่,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,30,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.โพชนไก่,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.แม่ลา,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.บ้านจ่า,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.พักทัน,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,56,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สระแจง,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพทะเล,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.บางระจัน,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพสังโฆ,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,31,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.ท่าข้าม,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,40,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.คอทราย,จำนวนเกษตรกรผู้ปลูกข้าวที่เป็นสมาชิกเกษตรแปลงใหญ่,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
