Status,Name_GroupFarmer,YearRegister,AmphurCode,ProvinceCode,AnimalSource,GroupSource,RegisterCritiria,RegisterNumber,LivestockSource,CountMale,CountFemale,Total,TotalMember,GroupSource,NumberAddress,Moo,Tumbom,Amphur,Province,NameGroupPresident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรชมรมแพะ - แกะ มีนบุรี คลองสามวา,55,1,10,39,1,3748,55 - 1 - 10 - 39 - 1 - 3748,อื่นๆ,,,0,,กลุ่มทั่วไป,,,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรคนรักแพะ-แกะหนองจอก,56,1,10,22,1,3904,56 - 1 - 10 - 22 - 1 - 3904,แพะเนื้อ,,,0,,กลุ่มทั่วไป,5/9,12,หนองจอก,หนองจอก,กรุงเทพมหานคร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะ-แกะ เขตหนองจอก,57,1,10,22,1,3969,57 - 1 - 10 - 22 - 1 - 3969,แพะเนื้อ,,,0,,กลุ่มทั่วไป,17/2,2,คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรคนเลี้ยงแพะหนองจอก 58,57,1,10,22,1,4944,57 - 1 - 10 - 22 - 1 - 4944,แพะเนื้อ,,,0,,ทั่วไป,40/17,9,หนองจอก,หนองจอก,กรุงเทพมหานคร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนผู้เลี้ยงแพะ-แกะคลองสามวา,59,1,10,39,1,5959,59 - 1 - 10 - 39 - 1 - 5959,ผสมผสาน,116,345,461,15,ทั่วไป,,,,คลองสามวา,กรุงเทพมหานคร,นายปรีชา  นุสและ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงโคบ้านสวนพริกไทย (ยกเลิกกลุ่ม),54,1,13,11,1,13,54 - 1 - 13 - 11 - 1 - 0013,โคเนื้อ,,,0,,กลุ่มทั่วไป,10/3,7,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,1,13,33,1,14,54 - 1 - 13 - 33 - 1 - 0014,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,,3,บางเตย,สามโคก,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองหน้าไม้,54,1,13,33,1,15,54 - 1 - 13 - 33 - 1 - 0015,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,63,2,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,1,13,33,1,16,54 - 1 - 13 - 33 - 1 - 0016,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,35,3,บึงสนั่น,ธัญบุรี,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงสัตว์ หมู่2 บึงคอไห,54,1,13,22,1,17,54 - 1 - 13 - 22 - 1 - 0017,แพะเนื้อ,,,0,,กลุ่มทั่วไป,7/2,2,บึงคอไห,ลำลูกกา,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มอนุรักษ์ไก่ชนเพื่อการค้า หมู่1 คลองหลวง,54,1,13,33,1,18,54 - 1 - 13 - 33 - 1 - 0018,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,2/9,1,คลองสอง,คลองหลวง,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์บึงขำอ้อ,54,1,13,11,1,19,54 - 1 - 13 - 11 - 1 - 0019,โคเนื้อ,,,0,,กลุ่มทั่วไป,12/10,5,บึงขำอ้อ,คลองหลวง,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,ศูนย์เครือข่ายเรียนรู้การเลี้ยงเป็ดไข่ หมู่9 ตำบลบึงกาสาม,54,1,13,36,1,20,54 - 1 - 13 - 36 - 1 - 0020,เป็ดไข่,,,0,,กลุ่มทั่วไป,17/4,9,บึงกาสาม,หนองเสือ,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงโคบ้านสวนพริกไทย,55,1,13,11,1,1462,55 - 1 - 13 - 11 - 1 - 1462,โคเนื้อ,,,0,,กลุ่มทั่วไป,30/3,7,สวนพริกไทย,เมือง,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงสัตว์เฉลิมพระเกียรติ,55,1,13,32,1,1463,55 - 1 - 13 - 32 - 1 - 1463,ไก่ไข่,,,0,,กลุ่มทั่วไป,33/2,8,คลองควาย,สามโคก,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,ชมรมอนุรักษ์และพัฒนาไก่พื้นเมือง(ไก่ชน)หน้าไม้,55,1,13,33,1,1464,55 - 1 - 13 - 33 - 1 - 1464,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,63/4,1,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงไก่ไข่ หมู่ 2,55,1,13,32,1,1465,55 - 1 - 13 - 32 - 1 - 1465,ไก่ไข่,,,0,,กลุ่มทั่วไป,35,3,บึงสนั่น,ธัญบุรี,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงสัตว์ตำบลบึงคอไห,55,1,13,22,1,1466,55 - 1 - 13 - 22 - 1 - 1466,แพะเนื้อ,,,0,,กลุ่มทั่วไป,7/2,2,บึงคอไห,ลำลูกกา,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ปีกตำบลคลองสี่,55,1,13,33,1,1467,55 - 1 - 13 - 33 - 1 - 1467,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,38/9,9,คลองสี่,คลองหลวง,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ปีกตำบลบึงกาสาม,55,1,13,36,1,1468,55 - 1 - 13 - 36 - 1 - 1468,เป็ดไข่,,,0,,กลุ่มทั่วไป,95,9,บึงกาสาม,หนองเสือ,ปทุมธานี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคเนื้อ,54,1,14,11,1,21,54 - 1 - 14 - 11 - 1 - 0021,โคเนื้อ,,,0,,กลุ่มทั่วไป,45/1,2,ลุมพลี,พระนครศรีอยุธยา,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงเป็ดไข่,54,1,14,36,1,22,54 - 1 - 14 - 36 - 1 - 0022,เป็ดไข่,,,0,,กลุ่มทั่วไป,,4,บางระกำ,นครหลวง,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโค,54,1,14,11,1,23,54 - 1 - 14 - 11 - 1 - 0023,โคเนื้อ,,,0,,กลุ่มทั่วไป,98/1,6,มหาพราหมณ์,บางบาล,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองตำบลบ้านพลับ,54,1,14,33,1,24,54 - 1 - 14 - 33 - 1 - 0024,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,6,2,บ้านพลับ,บางปะอิน,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มอนุรักษ์พัฒนาไก่พื้นเมืองตำบลเชียงรากน้อย,54,1,14,33,1,25,54 - 1 - 14 - 33 - 1 - 0025,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,80,7,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคเนื้อ,54,1,14,11,1,26,54 - 1 - 14 - 11 - 1 - 0026,โคเนื้อ,,,0,,กลุ่มทั่วไป,30,2,บ้านพลับ,บางปะอิน,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,1,14,33,1,27,54 - 1 - 14 - 33 - 1 - 0027,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,55/1,2,หันสัง,บางปะหัน,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคเนื้อจักรราช,54,1,14,11,1,28,54 - 1 - 14 - 11 - 1 - 0028,โคเนื้อ,,,0,,กลุ่มทั่วไป,16/2,1,จักรราช,ผักไห่,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,1,14,33,1,29,54 - 1 - 14 - 33 - 1 - 0029,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,10/3,4,โคกม่วง,ภาชี,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มอนุรักษ์ไก่พื้นเมืองตำบลสิงหนาท,54,1,14,33,1,30,54 - 1 - 14 - 33 - 1 - 0030,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,57,1,สิงหนาท,ลาดบัวหลวง,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะเนื้อ,54,1,14,22,1,31,54 - 1 - 14 - 22 - 1 - 0031,แพะเนื้อ,,,0,,กลุ่มทั่วไป,67,2,ชะแมบ,วังน้อย,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่ไข่,54,1,14,32,1,32,54 - 1 - 14 - 32 - 1 - 0032,ไก่ไข่,,,0,,กลุ่มทั่วไป,42,3,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคตำบลชายนา,54,1,14,11,1,33,54 - 1 - 14 - 11 - 1 - 0033,โคเนื้อ,,,0,,กลุ่มทั่วไป,225/5,6,ชายนา,เสนา,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,1,14,33,1,34,54 - 1 - 14 - 33 - 1 - 0034,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,27/1,5,เทพมงคล,บางซ้าย,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมืองพรานนก,54,1,14,33,1,35,54 - 1 - 14 - 33 - 1 - 0035,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,3/5,2,โพสาวหาญ,อุทัย,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรอนุรักษ์และพัฒนาสายพันธุ์ไก่พื้นเมืองประจำถิ่น,54,1,14,33,1,36,54 - 1 - 14 - 33 - 1 - 0036,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,71,4,ท่าตอ,มหาราช,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงโคตำบลสำพะเนียง,54,1,14,11,1,37,54 - 1 - 14 - 11 - 1 - 0037,โคเนื้อ,,,0,,กลุ่มทั่วไป,14/1,3,สำพะเนียง,บ้านแพรก,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนผู้เลี้ยงไก่ไข่ช้างใหญ่,54,1,14,32,2,38,54 - 1 - 14 - 32 - 2 - 0038,ไก่ไข่,,,0,,วิสาหกิจชุมชน,64,1,ช้างใหญ่,บางไทร,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะตำบลชายนา,57,1,14,22,1,4287,57 - 1 - 14 - 22 - 1 - 4287,แพะเนื้อ,,,0,,กลุ่มทั่วไป,226,6,ชายนา,เสนา,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะ,57,1,14,22,1,4317,57 - 1 - 14 - 22 - 1 - 4317,แพะเนื้อ,,,0,,กลุ่มทั่วไป,53,2,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,ผู้เลี้ยงไก่พื้นเมืองตำบลคลองน้อย,57,1,14,33,1,4354,57 - 1 - 14 - 33 - 1 - 4354,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,57,4,คลองน้อย,บ้านแพรก,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมืองตำบลคลองน้อย (ยกเลิกกลุ่ม),57,1,14,33,1,4362,57 - 1 - 14 - 33 - 1 - 4362,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,57,4,คลองน้อย,บ้านแพรก,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงโคเนื้อ,57,1,14,11,1,4380,57 - 1 - 14 - 11 - 1 - 4380,โคเนื้อ,,,0,,กลุ่มทั่วไป,27,1,ทางช้าง,บางบาล,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงโคเนื้อ,57,1,14,11,1,4393,57 - 1 - 14 - 11 - 1 - 4393,โคเนื้อ,,,0,,กลุ่มทั่วไป,57,1,สิงหนาท,ลาดบัวหลวง,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,57,1,14,33,1,4466,57 - 1 - 14 - 33 - 1 - 4466,ไก่พื้นเมือง,,,0,,ทั่วไป,1/1,4,บางซ้าย,บางซ้าย,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงไก่พื้นเมือง ตำบลแก้วฟ้า,57,1,14,33,1,4945,57 - 1 - 14 - 33 - 1 - 4945,ไก่พื้นเมือง,,,0,,ทั่วไป,45/2,4,แก้วฟ้า,บางซ้าย,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงแพะลาดบัวหลวง,57,1,14,22,1,4963,57 - 1 - 14 - 22 - 1 - 4963,แพะเนื้อ,75,102,177,27,ทั่วไป,28,2,คลองพระยาบันลือ,ลาดบัวหลวง,พระนครศรีอยุธยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงไก่ไข่ตำบลโพธิ์สามต้น,57,1,14,32,1,5078,57 - 1 - 14 - 32 - 1 - 5078,ไก่ไข่,,,0,53,ทั่วไป,,4,โพธิ์สามต้น,บางปะหัน,พระนครศรีอยุธยา,นายวิเชียร ประคองทรัพย์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงไก่พื้นเมืองตำบลบ่อโพง,58,1,14,33,1,5122,58 - 1 - 14 - 33 - 1 - 5122,ไก่พื้นเมือง,151,480,631,10,ทั่วไป,,4,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,นายพงษ์ศักดิ์ ด่านศิริสมบูรณ์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรโครงการธนาคารโค-กระบือ เพื่อเกษตรกรตามพระราชดำริอำเภอท่าเรือ,58,1,14,39,1,5327,58 - 1 - 14 - 39 - 1 - 5327,ผสมผสาน,2,27,29,10,ทั่วไป,34/7,7,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,นายสอาด รัศมีธูป,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองบางไผ่,54,1,12,33,1,39,54 - 1 - 12 - 33 - 1 - 0039,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,110/1,5,บางไผ่,เมืองนนทบุรี,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองบางขนุน,54,1,12,33,1,40,54 - 1 - 12 - 33 - 1 - 0040,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,43,3,บางขนุน,บางกรวย,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองบางแม่นาง,54,1,12,33,1,41,54 - 1 - 12 - 33 - 1 - 0041,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,52,4,บางแม่นาง,บางใหญ่,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองละหาร,54,1,12,33,1,42,54 - 1 - 12 - 33 - 1 - 0042,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,47/7,5,ละหาร,บางบัวทอง,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนผู้เลี้ยงแพะนมบางบัวทอง,54,1,12,23,2,43,54 - 1 - 12 - 23 - 2 - 0043,แพะนม,,,0,,วิสาหกิจชุมชน,82/50,4,ละหาร,บางบัวทอง,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงโคเนื้อราษฎร์นิยม,54,1,12,11,1,44,54 - 1 - 12 - 11 - 1 - 0044,โคเนื้อ,,,0,,กลุ่มทั่วไป,96/2,6,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองขุนศรี,54,1,12,33,1,45,54 - 1 - 12 - 33 - 1 - 0045,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,23,6,ขุนศรี,ไทรน้อย,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงไก่พื้นเมืองคลองพระอุดม,54,1,12,33,1,46,54 - 1 - 12 - 33 - 1 - 0046,ไก่พื้นเมือง,,,0,,กลุ่มทั่วไป,49/6,4,คลองพระอุดม,ปากเกร็ด,นนทบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
